"2583"	[261914.5800000004, 22804.05, 101.83304043545894]
"2590"	[10241219.060000513, 676961.7599999887, 116.5934521898575]
"2597"	[1990042.4599999688, 160626.64, 132.28147168306094]
"2604"	[5875631.510000002, 422005.7999999997, 139.64993844179307]
"2611"	[3412716.6099998793, 244746.36000000447, 112.92533701730186]
"2618"	[2965906.259999952, 240272.80999999875, 101.19783881533888]
"2625"	[19188439.560001455, 1192324.7300000223, 215.1266823624541]
"2653"	[3519465.6699999515, 232792.81999999878, 103.678361809932]
"2660"	[1838341.6199999696, 126899.19000000012, 101.7231972111537]
"2667"	[744267.2400000074, 59743.400000000016, 66.12769791203975]
"2674"	[125784.03000000001, 7917.890000000008, 89.14530829199151]
"2681"	[42418.879999999976, 2063.0899999999974, 87.82376811594197]
"2688"	[28354.370000000003, 1260.219999999999, 126.58200892857144]
"2695"	[15712.119999999999, 631.4800000000001, 81.4099481865285]
"2702"	[25265.280000000002, 1046.7499999999993, 81.23884244372991]
"2709"	[15326.580000000016, 599.0700000000007, 51.088600000000056]
"2716"	[60262.61, 4236.249999999998, 213.6971985815603]
"2835"	[1011691.7799999969, 82337.23, 118.5205927835048]
"2849"	[162468.00999999998, 12141.34, 97.34452366686638]
"2954"	[1784889.6399999012, 135826.18000000028, 97.4710375709863]
"2961"	[730475.7799999951, 55073.42000000003, 109.12395876904618]
"3003"	[275780.4300000007, 24252.6, 109.39326854422876]
"3045"	[818856.7400000178, 80765.56, 89.15152313554903]
"3437"	[806096.4000000051, 70563.82000000007, 121.01732472601789]
"3451"	[814490.5100000048, 73715.73999999999, 177.75873199476317]
"3465"	[1139786.9499999962, 89987.99000000017, 76.93465744178172]
"3514"	[2875638.5000000536, 188047.83999999944, 109.94182979048989]
"3521"	[3355520.999999918, 167323.46000000002, 295.3023849335491]
"3528"	[1599599.2799999793, 99184.45000000016, 163.742376906539]
"3542"	[1074406.3699999882, 84370.31, 103.60717164898632]
"3549"	[3586039.0700000194, 242361.9899999989, 210.33720863393862]
"3563"	[3470284.3699999456, 265600.4199999999, 167.80060780426214]
"3584"	[1644283.5999999875, 137325.22000000032, 146.87660562751117]
"3591"	[145856.33999999994, 13521.55, 76.92844936708858]
"3612"	[3573422.880000132, 271813.5899999949, 54.64701380924183]
"3626"	[3288870.6499999706, 262969.84999999986, 192.98619000117185]
"3647"	[3523576.4899999583, 277866.6200000001, 175.18900661263652]
"3654"	[783056.0100000064, 61845.240000000005, 134.61509541000626]
"3682"	[1517612.239999991, 110929.34999999999, 158.39810458198423]
"3696"	[1697687.089999974, 111336.74000000006, 163.6798197069007]
"3710"	[309565.57000000216, 17984.19999999993, 188.9899694749708]
"3717"	[743766.5800000048, 60681.399999999856, 40.92250784044043]
"3731"	[4043629.389999895, 294078.2, 167.24416370253516]
"3738"	[807699.8300000087, 82690.40000000042, 67.40380789451795]
"3766"	[400010.3900000001, 37004.489999999976, 72.83510378732703]
"3773"	[21442829.33999954, 1181240.5600000033, 264.2271923403884]
"3808"	[1002151.5499999903, 76434.54999999994, 62.693246793868646]
"3822"	[416337.50000000175, 22945.78999999992, 41.38955164529295]
"3829"	[1348054.4699999604, 107533.87000000014, 68.53352669038945]
